Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days/week,Experience_Level,BMI,Daily_meals_frequency,Physical_exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name_of_Exercise,Sets,Reps,Benefit,Burns_Calories_per_30_min,Target_Muscle_Group,Equipment_Needed,Difficulty_Level,Body_Part,Type_of_Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns_Calories_per_30_min_bc,Burns_Calories_Bin
36.08,Female,99.34,1.98,189.03,146.62,73.02,1.33,1169.34,26.470854108077816,2.51,2.99,1.0,25.34,3.01,0.01,195.67,78.79,51.85,2470.0,Other,Breakfast,Paleo,4.25,661.44,70.21,459.96,Fried,58.19,62.28,2.19,Lunges,4.02,20.93,Activates and strengthens glutes,345.18,"Quadriceps, Hamstrings, Glutes",Kettlebell,Advanced,Shoulders,Anterior,Seated cable rows,25.339251096826857,1564.49,0.5002780458807662,0.7931346889470505,0.6344280665459875,0.7756440776596307,1300.66,73.0438535290355,918.1788,7.722936127321925e+19,Medium
50.2,Female,42.42,1.53,167.95,155.41,65.0,1.41,1354.73,24.99496229990461,2.41,3.97,2.01,18.12,2.01,1.99,307.94,125.06,83.46,1224.0,Other,Breakfast,Balanced,28.26,1427.33,162.83,159.49,Steamed,11.75,99.41,2.55,Bench Press,3.99,16.0,Strengthens shoulders,333.14,"Quadriceps, Calves, Glutes",Dumbbells,Intermediate,Legs,Anterior,Hammer curls,18.12123542227349,2483.14,0.4960493568626819,2.948137670909948,0.8781932977173386,0.9253349211074724,-130.73000000000002,31.817136992380465,939.4548,5.778931790439553e+19,Low
34.01,Female,47.38,1.61,196.21,160.97,68.73,1.01,967.98,21.43668549960765,1.69,3.01,1.98,18.28,2.01,0.01,232.53,92.71,62.33,1292.0,Other,Breakfast,Balanced,9.82,1422.79,248.48,268.4,Boiled,56.56,6.19,2.15,Jumping Jacks,5.0,21.93,Strengthens core and improves mobility,341.61,Calves,Low Bar or TRX,Advanced,Back,Upper,Lateral raises,18.278615794143743,1861.93,0.4995461698345265,1.956732798649219,0.7235644807028553,0.8203965139391468,324.02,37.2232984102859,690.0522000000001,7.094209187391131e+19,Medium
40.7,Female,65.71,1.57,166.08,122.54,53.26,1.05,1008.84,27.83443491818607,2.39,4.0,2.01,26.66,3.01,0.02,291.12,116.04,77.66,1799.0,Other,Lunch,Vegetarian,37.88,951.85,51.79,122.82,Grilled,19.81,27.36,4.08,Burpees,3.99,24.11,Builds lower body power and endurance,333.52,"Glutes, Hamstrings",None or Dumbbells,Advanced,Shoulders,Lower,Barbell hip thrusts,26.658282283256924,2327.58,0.5002964452349651,1.765941257038503,0.6140755185250841,0.7378371868978805,790.16,47.41999281525993,700.3919999999999,5.832988839259502e+19,Low
34.97,Female,44.16,1.62,196.03,157.32,64.95,0.57,502.06,18.45273086515852,2.0,2.01,1.01,16.83,2.0,0.02,170.5,68.42,46.26,1270.0,Other,Snack,Vegetarian,42.58,1389.51,86.92,466.76,Roasted,47.51,18.03,4.32,Face Pulls,3.98,19.98,Combines lower body and upper body strength,336.7,"Full Body, Core, Shoulders",Cable Machine or Resistance Band,Intermediate,Chest,Posterior,Incline cable crossovers,16.82670324645633,1372.02,0.4970773020801446,1.5493659420289856,0.704684162343607,0.8025302249655665,767.94,36.011274049946,383.838,6.303046974524024e+19,Low
54.09,Female,87.01,1.76,188.87,157.66,67.86,1.47,1412.38,33.11524654100119,3.4,2.99,2.01,28.09,3.01,-0.04,298.35,118.5,78.94,2202.0,Other,Lunch,Keto,15.77,2399.51,229.04,359.84,Roasted,25.62,67.14,2.74,Prone Cobras,5.0,16.92,Builds unilateral leg strength,337.39,"Quadriceps, Calves, Glutes",Bench or Sturdy Surface,Advanced,Abs,Lateral,Hammer curls,28.08948863636364,2377.86,0.5018798415381898,1.3619124238593263,0.7420874307908437,0.8347540636416583,789.6199999999999,58.19642398467486,991.9266,6.409322739011358e+19,Low
45.01,Female,80.51,1.76,183.18,130.96,54.06,1.7,1766.64,27.75385700418638,3.5,4.0,2.99,25.99,3.0,0.97,228.54,91.36,60.81,2150.0,Other,Breakfast,Low-Carb,5.62,2105.43,93.03,467.65,Roasted,26.98,117.3,3.66,Scissors Kicks,4.01,21.95,Builds explosive power,361.01,"Chest, Triceps",Resistance Band or Cable Machine,Intermediate,Back,Triceps,Russian twists,25.99108987603306,1826.89,0.5003913755070092,1.1347658675940877,0.5955700123915737,0.7149252101757834,383.3599999999999,58.16536972592955,1227.434,1.1139184534874502e+20,Very High
55.8,Female,49.4,1.7,175.16,146.58,57.94,1.29,1137.26,24.37569407886626,2.3,2.02,1.02,17.09,2.96,0.03,222.53,88.22,58.72,1448.0,Other,Dinner,Vegetarian,34.22,1590.97,19.35,247.21,Raw,30.11,57.12,4.08,Burpees,5.0,19.97,Builds shoulder width,330.82,"Core, Lower Back",Bench or Sturdy Surface,Advanced,Arms,Lats,Leg press,17.093425605536332,1771.48,0.5024725088626459,1.78582995951417,0.7561849513734858,0.8368348938113725,310.74,37.35840712504007,853.5156,5.458336178169788e+19,Low
41.96,Female,57.0,1.57,166.76,122.12,51.81,1.83,1904.66,24.311117738594785,2.69,4.01,3.01,23.12,3.02,-0.02,297.21,118.53,78.78,1646.0,Other,Dinner,Keto,39.1,215.58,136.91,366.46,Roasted,25.06,63.37,1.46,Deadlifts,4.99,16.02,Builds lower body power,330.6,"Quadriceps, Glutes",Box or Platform,Beginner,Chest,Anterior,Lateral raises,23.124670372023203,2371.98,0.5012015278375028,2.079473684210526,0.6116572422792519,0.7323099064523867,-258.6600000000001,43.142662889000974,1209.996,5.428761617349443e+19,Low
18.0,Female,61.41,1.79,190.99,126.14,69.03,1.11,976.8,23.54295492235504,2.08,2.0,1.0,19.17,2.0,0.01,200.95,79.86,53.17,1536.0,Other,Lunch,Vegetarian,16.56,1262.39,266.0,366.28,Raw,8.45,112.27,1.5,Prone Cobras,4.0,23.93,Improves back strength and posture,329.04,Core,Wall,Intermediate,Forearms,Middle,Triceps dips,19.166068474766703,1601.77,0.5018198617779082,1.3004396678065462,0.4682682846835027,0.6604534268809885,559.2,46.95227138218177,730.4688000000001,5.223055844868053e+19,Low
51.87,Female,59.61,1.68,181.98,124.94,64.14,1.6,1665.28,20.792815070730228,2.71,3.98,3.01,21.12,1.99,2.0,345.41,137.87,91.98,1666.0,Other,Lunch,Paleo,48.13,2292.05,50.92,112.99,Boiled,47.28,69.37,1.92,Turkish Get-ups,4.01,24.01,Targets upper chest,367.63,"Upper Chest, Triceps",Dumbbells,Beginner,Back,Wrist Extensors,Bent-over lateral raises,21.120323129251705,2760.94,0.5004237687164517,2.3128669686294248,0.5159538357094365,0.6865589625233542,0.7200000000000273,47.21540293633771,1176.416,1.2921794536764857e+20,Very High
45.12,Female,59.04,1.51,169.02,142.39,65.21,1.15,1102.16,26.488045236644453,1.92,3.99,1.98,25.89,3.0,-0.0,234.21,94.98,63.33,1548.0,Other,Breakfast,Vegan,25.11,2462.88,55.23,114.69,Steamed,22.85,110.73,3.6,Deadlifts,3.98,25.05,Enhances full-body coordination and stability,333.38,"Back, Biceps",Kettlebell,Advanced,Legs,Wrist Flexors,Barbell curls,25.89360115784396,1886.73,0.496541635528136,1.608739837398374,0.7434736537905787,0.8424446811028279,445.8399999999999,43.40145809228511,766.7739999999999,5.813021660346998e+19,Low
57.27,Female,46.39,1.76,165.19,129.95,59.98,1.42,1362.06,20.4851488906679,1.68,3.01,1.99,14.98,3.0,-0.03,194.78,77.36,51.75,1267.0,Other,Lunch,Balanced,17.2,1667.47,7.28,286.84,Steamed,12.11,53.16,3.2,Bicep Curls,4.01,19.93,Improves balance and coordination,359.97,"Upper Chest, Triceps",Barbell,Beginner,Chest,Quads,Leg curls,14.976110537190085,1554.31,0.5012642265699893,1.6676007760293166,0.6650508506795931,0.7866698952721108,-95.05999999999996,36.88693942961916,1022.3148,1.0879732948639996e+20,High
21.67,Female,71.74,1.62,182.82,123.01,58.89,1.38,1211.09,30.65882191778856,2.1,3.02,1.0,27.34,3.99,-0.02,214.25,85.34,56.92,1884.0,Other,Dinner,Vegetarian,19.31,1574.62,-3.89,215.91,Roasted,45.97,62.85,3.99,Seated Rows,4.99,24.02,Improves hip power and cardiovascular fitness,356.61,"Biceps, Forearms",Dumbbells,Beginner,Chest,Lower Chest,Close-grip bench press,27.33577198597774,1710.64,0.5009820885750362,1.18957345971564,0.5173888485435327,0.6728476096707144,672.9100000000001,49.74536115617848,984.2436,1.0077390484760442e+20,High
25.78,Female,125.31,1.76,176.22,163.76,66.04,1.14,1093.49,35.0,3.09,4.0,1.99,40.45,3.01,-0.0,162.87,66.14,43.83,3225.0,Other,Lunch,Paleo,18.34,354.04,113.88,453.22,Raw,57.59,31.28,1.08,Turkish Get-ups,4.99,24.02,Strengthens shoulders,340.32,"Lower Back, Glutes",Resistance Band,Intermediate,Forearms,Wrist Extensors,Bent-over rows,40.45389979338843,1310.51,0.4971194420492785,0.5278110286489506,0.8869123252858957,0.9292929292929292,2131.51,81.45150000000001,775.9295999999999,6.8783389643768046e+19,Medium
30.01,Female,61.57,1.52,177.75,138.33,70.97,1.78,1848.35,27.368259880085112,2.69,3.99,2.98,26.65,3.01,1.99,338.18,134.2,89.91,1540.0,Other,Lunch,Low-Carb,37.72,718.06,9.04,369.12,Fried,52.28,114.14,1.94,Inverted Rows,4.99,19.0,Improves hip power and cardiovascular fitness,346.61,"Quadriceps, Hamstrings, Glutes",Kettlebell,Advanced,Back,Grip Strength,Hanging leg raises,26.64906509695291,2698.71,0.5012468920336013,2.1796329381192137,0.6308297433976401,0.7782278481012659,-308.3499999999999,44.7193623918316,1233.9316,7.988181329568313e+19,Medium
28.11,Female,70.96,1.67,192.42,140.42,62.95,1.46,1401.6,27.599985619130425,1.5,4.0,2.0,25.44,2.01,1.01,233.78,92.64,62.2,1928.0,Other,Lunch,Low-Carb,34.19,718.48,110.43,300.77,Raw,38.51,9.62,4.99,Inverted Rows,4.0,24.99,Improves core stability and balance,352.77,"Legs, Core",Dumbbells or Barbell,Advanced,Forearms,Triceps,Bent-over rows,25.44372333177955,1865.48,0.5012758110513111,1.3055242390078918,0.5983625550320538,0.7297578214322835,526.4000000000001,51.37505020466505,1030.0884,9.22444253925257e+19,High
28.95,Female,81.32,1.99,161.65,125.8,53.75,1.45,1274.84,22.37432642363824,3.21,2.01,1.0,20.53,3.0,1.99,341.29,136.3,91.07,2187.0,Other,Breakfast,Balanced,34.55,1411.31,26.72,184.99,Baked,20.23,61.3,1.38,Shoulder Press,3.99,18.97,Activates and strengthens glutes,358.65,"Lower Chest, Triceps",Dumbbells or Barbell,Intermediate,Chest,Posterior,Wrist curl,20.53483497891467,2729.99,0.5000604397818308,1.6760944417117565,0.6677479147358665,0.7782245592329106,912.16,63.12519775229738,1040.0849999999998,1.055807885837365e+20,High
53.51,Female,54.69,1.76,160.35,136.94,55.96,1.28,1228.8,19.806392818898992,3.31,4.0,2.0,17.66,4.0,-0.01,308.9,123.43,82.78,1517.0,Other,Snack,Vegan,15.86,2363.37,211.98,300.04,Steamed,15.05,4.04,1.43,Dips,4.0,14.98,Improves coordination and cardiovascular health,350.08,"Core, Lower Back",Box or Platform,Intermediate,Abs,Triceps,Bent-over lateral raises,17.655604338842974,2474.34,0.4993654873622864,2.2569025415980986,0.7757448031420634,0.8540068599937637,288.20000000000005,43.85788376734414,896.2048,8.665336335527202e+19,High
20.96,Female,87.44,1.86,162.8,129.18,57.85,1.37,1317.39,27.22094474921008,2.6,2.98,2.02,25.27,2.99,0.0,199.85,78.18,52.79,2416.0,Other,Lunch,Vegetarian,32.65,358.37,118.57,253.15,Steamed,59.89,60.03,4.9,Deadlifts,5.0,23.89,Strengthens lower abs and hip flexors,353.96,Shoulders,Dumbbells or Barbell,Beginner,Legs,Wrist Flexors,Skull crushers,25.27459821944733,1587.23,0.5036447143766184,0.8940988106129919,0.6796569795140543,0.7934889434889435,1098.61,63.63800591129071,969.8504,9.48171714193378e+19,High
28.26,Female,108.14,1.79,182.95,120.25,68.02,1.34,1289.62,35.0,2.09,4.0,2.03,33.75,2.0,1.02,222.51,88.98,58.87,2883.0,Other,Dinner,Low-Carb,19.64,616.9,72.63,168.03,Raw,21.21,103.92,3.31,Glute Bridges,4.0,15.92,Builds unilateral leg strength,374.04,"Chest, Triceps, Shoulders",Dumbbells,Intermediate,Legs,Middle,Bird dog,33.750507162697794,1775.79,0.5012079130978325,0.8228222674311079,0.4544505351083269,0.6572834107679695,1593.38,70.291,1002.4272,1.4881724200984035e+20,Very High
41.06,Female,82.93,1.66,177.25,138.98,73.98,1.96,2038.4,34.088578501777924,3.49,5.01,3.0,30.1,3.98,1.99,265.75,105.95,70.71,2324.0,Other,Snack,Vegan,44.84,635.74,82.22,217.63,Roasted,28.02,5.01,3.08,Kettlebell Swings,4.02,15.09,Improves shoulder health and posture,346.41,"Back, Hamstrings, Glutes",Bench or Step,Beginner,Forearms,Wrist Flexors,Incline cable crossovers,30.09507911162724,2123.19,0.5006617401174648,1.2775835041601349,0.6294180304057324,0.7840902679830747,285.5999999999999,54.660341848475575,1357.9272,7.95060966913822e+19,Medium
30.92,Female,57.44,1.73,190.64,131.26,69.92,1.17,1124.14,21.676401925447355,1.79,2.96,2.01,19.19,3.0,-0.03,310.47,123.8,82.98,1614.0,Other,Breakfast,Low-Carb,43.03,935.37,221.9,333.37,Raw,39.44,83.85,2.71,Incline Push-ups,5.03,19.07,Improves core stability,366.93,"Biceps, Forearms",Pull-up Bar,Intermediate,Chest,Posterior,Leg extensions,19.19208794146146,2483.9,0.4999718185112122,2.155292479108635,0.5081179589131876,0.6885228703315149,489.8599999999999,44.98907473402304,858.6161999999999,1.2722158312177712e+20,Very High
28.26,Female,86.67,1.76,196.73,121.11,60.19,1.2,1152.0,27.35480504674923,3.49,2.99,2.0,27.98,3.01,2.0,273.08,109.89,73.28,2199.0,Other,Lunch,Vegetarian,10.68,659.17,51.94,402.88,Baked,11.02,93.44,2.82,Resistance Band Pull-Aparts,4.01,21.98,Improves core stability and upper body strength,342.34,Core,Cable Machine or Resistance Band,Beginner,Forearms,Posterior,Fat grip dumbbell curl,27.97972623966942,2191.4,0.4984576070092179,1.2679127725856698,0.446169620623993,0.615615310323794,1047.0,62.96159046598244,821.6159999999999,7.21898466086202e+19,Medium
22.75,Female,70.28,1.72,164.1,168.73,73.89,1.25,1101.0,27.402088641192712,1.49,2.02,1.01,23.76,3.01,-0.01,283.07,112.54,75.56,1892.0,Other,Breakfast,Balanced,22.96,484.79,241.55,407.34,Fried,16.38,96.94,2.47,Calf Raises,4.01,23.95,Improves balance and leg strength,342.95,Quadriceps,Bench or Sturdy Surface,Advanced,Legs,Quads,Incline dumbbell press,23.75608436992969,2262.48,0.5004596725716912,1.601309049516221,1.0513246868418136,1.0282145033516148,791.0,51.02181210296976,857.375,7.324722518125672e+19,Medium
30.17,Female,85.72,1.95,160.4,154.79,68.06,1.61,1674.4,25.771382528926225,3.48,5.03,3.0,22.54,4.0,1.01,282.48,112.87,75.19,2481.0,Other,Snack,Vegan,11.58,1797.45,121.32,478.85,Baked,47.23,119.32,3.59,Prone Cobras,5.01,20.04,Builds explosive upper body power,349.39,"Quadriceps, Glutes",Bench or Step,Advanced,Arms,Upper,Towel pull-up,22.543063773833005,2258.11,0.5003830637125738,1.3167288847410172,0.9392462638076672,0.9650249376558604,806.5999999999999,63.62877089620444,1125.0358,8.526809495497738e+19,High
40.25,Female,63.46,1.61,163.08,159.13,59.05,1.3,1248.0,31.066483564098306,1.6,2.98,2.0,24.48,1.99,0.01,285.32,114.36,75.15,1715.0,Other,Dinner,Balanced,13.57,2397.34,287.6,345.62,Boiled,16.06,103.67,4.8,Face Pulls,4.99,16.9,Builds back strength,351.56,Calves,Resistance Band,Advanced,Back,Grip Strength,Bird dog,24.48208016666024,2275.07,0.5016461031968247,1.8020800504254648,0.9620301836008842,0.9757787588913416,467.0,43.745209530223214,914.056,8.969148209496613e+19,High
23.78,Female,40.19,1.64,167.97,168.27,55.08,0.99,871.2,19.45795711884131,1.87,2.0,1.0,14.94,3.0,2.01,345.55,138.94,92.46,1018.0,Other,Snack,Low-Carb,19.95,2163.91,93.59,450.82,Boiled,44.88,53.56,2.43,Calf Raises,5.02,15.99,Builds back strength,360.81,"Quadriceps, Hamstrings, Glutes",Resistance Band or Cable Machine,Intermediate,Abs,Upper,Bicycle crunches,14.942742415229032,2770.1,0.4989711562759467,3.457078875342125,1.002657454158916,1.001786033220218,146.79999999999995,32.369847033937674,714.4038,1.1088872336180824e+20,Very High
19.42,Female,109.48,1.91,161.05,148.7,54.15,1.3,1144.0,31.371580260861283,2.89,1.99,1.0,30.01,2.0,0.02,150.84,60.38,40.38,2697.0,Other,Breakfast,Low-Carb,46.32,380.19,81.13,158.69,Boiled,33.67,76.38,2.01,Dead Bugs,5.0,22.07,Strengthens lower body,364.93,Full Core,Pull-up Bar,Intermediate,Abs,Lateral,Bird dog,30.01014226583701,1208.3,0.4993461888603824,0.551516258677384,0.884471468662301,0.9233157404532752,1553.0,75.13439393040906,948.818,1.2166609505464082e+20,Very High
51.17,Female,56.3,1.5,182.46,141.79,65.89,1.42,1249.6,26.927342326366755,2.39,3.02,1.0,25.02,3.0,1.03,255.85,102.01,68.66,1623.0,Other,Dinner,Vegetarian,22.88,1554.44,268.29,238.36,Baked,22.52,97.22,1.85,Thrusters,4.0,15.05,Builds shoulder width,339.21,"Glutes, Hamstrings, Core",Resistance Band,Intermediate,Shoulders,Middle,Bent-over lateral raises,25.022222222222226,2049.38,0.4993705413344523,1.8119005328596804,0.6511109204769665,0.7771018305382,373.4000000000001,41.13990627025552,963.3564,6.697228426889986e+19,Medium
45.82,Female,62.82,1.61,186.8,152.28,67.95,1.0,961.6,26.94888356775146,2.2,4.02,2.02,24.24,4.02,-0.03,254.42,101.86,67.58,1784.0,Other,Dinner,Vegan,32.03,1774.98,30.41,277.15,Baked,20.15,91.28,2.88,Thrusters,4.02,22.12,Targets obliques and improves core rotation,364.6,"Obliques, Core",Dumbbells or Barbell,Beginner,Forearms,Middle,Seated calf raises,24.23517611203271,2033.34,0.5004967196828862,1.621458134352117,0.7095498527555741,0.8152034261241969,822.4,45.89071134273853,729.2,1.2077021343737925e+20,Very High
36.99,Female,76.89,1.82,191.57,121.46,50.17,1.48,1419.62,24.380581365608805,2.81,3.99,1.99,23.21,2.98,-0.03,191.08,75.85,50.71,2065.0,Other,Snack,Keto,3.01,2410.46,109.36,331.81,Roasted,40.41,60.96,2.41,Kettlebell Swings,4.01,19.05,Builds shoulder width,344.63,Full Core,Step or Box,Advanced,Legs,Triceps,Seated cable rows,23.21277623475425,1524.11,0.5014861132070519,0.9864741838990764,0.5041725601131541,0.6340241165109359,645.3800000000001,58.14377098798339,1020.1048,7.622996847769497e+19,Medium
22.42,Female,80.76,1.8,178.3,126.31,58.94,1.55,1607.04,27.07798348801099,3.51,4.0,2.96,24.93,2.99,0.01,218.21,86.92,58.11,2312.0,Other,Breakfast,Keto,19.15,148.88,59.79,248.17,Baked,6.66,50.72,3.41,Bicep Curls,4.99,17.02,Improves cardiovascular fitness,365.14,"Triceps, Chest",Pull-up Bar,Intermediate,Back,Lower,Plank,24.925925925925927,1743.51,0.5006223078731984,1.0762753838533927,0.5644269436997319,0.7084127874369041,704.96,58.89182053508234,1131.934,1.2223923449990504e+20,Very High
49.26,Female,82.62,1.84,192.04,145.9,70.95,1.29,1236.34,27.432894266747,3.4,4.02,1.98,24.4,3.01,2.04,322.02,129.55,85.54,2368.0,Other,Dinner,Keto,43.83,1234.5,165.94,232.28,Baked,45.99,72.45,4.1,Lunges,5.01,16.0,Strengthens core and improves mobility,351.24,Shoulders,Kettlebell,Beginner,Legs,Triceps,Incline dumbbell press,24.40335538752363,2576.14,0.5000038817766115,1.5680222706366498,0.6189611033115865,0.7597375546761092,1131.66,59.95494275681363,906.1992,8.902678441169994e+19,High
59.35,Female,125.87,1.69,167.77,149.41,67.98,1.23,1082.4,35.0,2.89,2.99,1.0,44.07,3.01,0.0,238.33,94.84,63.36,3313.0,Other,Breakfast,Balanced,35.15,373.07,244.19,297.86,Fried,17.64,53.08,2.03,Deadlift,4.01,14.88,Builds back strength,359.29,"Biceps, Forearms",Kettlebell,Intermediate,Chest,Wrist Extensors,Decline dumbbell press,44.0705857638038,1902.92,0.5009774451894983,0.753475808373719,0.8160136286201021,0.8905644632532633,2230.6,81.8155,883.8534000000001,1.0712974147406162e+20,High
22.41,Female,48.8,1.76,164.97,167.46,65.89,1.37,1317.39,20.927250428571224,2.22,3.99,2.02,15.75,3.01,0.0,309.63,124.0,82.32,1356.0,Other,Lunch,Balanced,43.36,268.2,111.5,297.69,Boiled,21.4,77.94,2.75,Push Ups,4.0,20.94,Improves balance and coordination,328.11,"Lower Back, Glutes",Dumbbells,Advanced,Abs,Grip Strength,Barbell rows,15.754132231404958,2475.4,0.500331259594409,2.540983606557377,1.0251312071053695,1.0150936533915258,38.6099999999999,38.58750179085724,899.0214000000001,5.103707342801624e+19,Low
52.56,Female,47.78,1.86,179.16,129.0,66.9,1.03,989.62,16.50208272573023,2.8,2.99,2.01,13.81,2.01,0.02,255.48,102.19,68.21,1480.0,Other,Snack,Paleo,17.37,1996.62,89.36,108.5,Raw,39.08,27.85,1.39,Dips,4.0,17.01,Improves lower back strength,326.0,Triceps,Resistance Band,Advanced,Arms,Wrist Extensors,Plank,13.81084518441438,2044.57,0.4998214783548619,2.1387609878610294,0.5531801175841796,0.7200267916945747,490.38,39.8953048736461,671.5600000000001,4.8417651982538695e+19,Low
37.99,Female,68.6,1.92,169.91,149.53,72.96,1.31,1257.6,22.08831224337558,3.0,4.03,2.0,18.61,2.02,0.05,281.1,112.81,75.07,1977.0,Other,Lunch,Balanced,4.61,1506.41,71.85,492.7,Raw,9.74,17.14,2.49,Wall Angels,5.01,18.93,Improves back strength and posture,369.18,"Shoulders, Upper Back",Dumbbells,Advanced,Back,Wrist Extensors,Hammer curl,18.60894097222222,2251.27,0.4994514207536191,1.6444606413994172,0.7897885507993812,0.8800541463127538,719.4000000000001,53.44741780104435,967.2516,1.3373661546814284e+20,Very High
45.86,Female,54.36,1.72,163.63,137.18,65.72,1.43,1371.66,19.559434572888783,3.63,2.97,1.99,18.37,3.0,-0.02,305.98,122.04,80.67,1652.0,Other,Snack,Keto,38.71,641.57,79.0,416.08,Roasted,35.12,11.3,3.47,Shoulder Press,4.01,21.04,Builds explosive power,350.75,Full Body,Bench or Chair,Advanced,Shoulders,Posterior,Leg curls,18.374797187669014,2438.11,0.5019953980747383,2.2450331125827816,0.7298539475028089,0.8383548249098577,280.3399999999999,43.72749136617766,1003.145,8.801734652753234e+19,High
49.06,Female,61.12,1.87,179.73,131.16,61.04,1.15,1104.92,18.22714280946668,3.0,3.99,2.01,17.48,2.0,0.01,196.86,79.4,53.35,1763.0,Other,Breakfast,Balanced,25.61,388.21,35.05,351.25,Steamed,19.35,87.91,2.4,Flutter Kicks,4.0,24.92,Targets lower abs,334.26,Triceps,Barbell,Advanced,Forearms,Wrist Extensors,Bicycle crunches,17.47833795647573,1585.19,0.4967480238961891,1.299083769633508,0.590782711264639,0.7297613086296111,658.0799999999999,49.979570314853966,768.7979999999999,5.939533204780424e+19,Low
25.92,Female,76.57,1.63,198.71,139.12,72.1,1.08,949.54,29.588139583802693,1.7,1.99,1.0,28.82,1.99,1.02,283.02,113.0,74.83,2009.0,Other,Dinner,Balanced,7.78,2175.62,23.7,362.62,Raw,7.75,59.49,1.72,Pull-ups,4.0,21.96,Enhances full-body coordination and stability,349.93,"Legs, Core",Pull-up Bar,Advanced,Shoulders,Upper,Pull-ups,28.81930068877263,2257.55,0.5014639764346304,1.4757738017500328,0.5293420740857753,0.7001157465653465,1059.46,53.91436152068228,755.8488000000001,8.635054893039772e+19,High
31.86,Female,62.14,1.63,190.07,161.12,58.08,1.67,1735.46,23.819449292684368,2.7,5.01,2.99,23.39,2.99,0.01,219.07,87.12,57.79,1832.0,Other,Snack,Keto,36.12,1476.25,159.62,316.47,Baked,5.54,45.03,3.01,Wall Angels,4.0,18.96,Improves cardiovascular fitness,331.6,Shoulders,None or Dumbbells,Intermediate,Legs,Quads,Wrist curl,23.38815913282397,1744.87,0.5022036025606492,1.4019954940457031,0.7806652019092355,0.847687694007471,96.53999999999996,47.33859420952594,1107.544,5.564334419158755e+19,Low
45.41,Female,90.14,1.81,177.84,153.34,70.08,1.7,1766.64,25.431314106092504,3.49,5.02,2.99,27.51,3.99,0.01,280.89,113.2,75.12,2499.0,Other,Dinner,Low-Carb,20.49,194.54,118.99,454.01,Fried,30.29,37.64,3.11,Seated Rows,3.98,15.01,Advanced core exercise,355.15,"Lower Abs, Hip Flexors",Cable Machine,Beginner,Legs,Posterior,Crunches,27.51442263667165,2252.44,0.4988190584432881,1.2558242733525626,0.7726429101707498,0.8622357174988754,732.3599999999999,67.21621346476822,1207.51,9.745269997135582e+19,High
33.81,Female,69.37,1.53,167.3,133.99,58.94,1.36,1197.89,29.372105327095348,2.1,2.01,1.01,29.63,2.0,0.03,271.84,108.34,72.06,1772.0,Other,Lunch,Vegan,40.54,1831.83,163.66,334.34,Baked,47.9,58.93,1.06,Burpees,5.0,15.1,Advanced core exercise,334.74,"Full Body, Core, Shoulders",Barbell,Beginner,Forearms,Upper,Decline dumbbell flyes,29.633901490879577,2169.26,0.5012584936798724,1.5617702176733457,0.6925987449243264,0.8008965929468022,574.1099999999999,48.994570534593954,910.4928,6.009553128091032e+19,Low
31.38,Female,57.73,1.73,190.79,131.13,70.17,1.18,1133.74,19.13053469594767,1.8,3.0,2.01,19.29,3.01,0.03,309.57,123.33,82.52,1554.0,Other,Snack,Keto,42.81,925.37,223.19,331.51,Baked,39.04,82.89,2.71,Mountain Climbers,4.99,19.04,Advanced core exercise,368.96,"Shoulders, Upper Back",Bench or Sturdy Surface,Intermediate,Arms,Lats,Crunches,19.28898392863109,2474.28,0.500460740094088,2.136324268144812,0.5053888244072293,0.6873001729650401,420.26,46.685942320029405,870.7455999999999,1.3308692691245303e+20,Very High
22.21,Female,63.02,1.54,191.15,155.43,53.15,1.02,978.38,27.071655778499945,2.4,4.0,1.99,26.57,2.99,-0.03,251.61,100.64,67.46,1864.0,Other,Snack,Vegetarian,43.3,332.8,223.16,436.48,Fried,49.9,34.86,4.69,Thrusters,3.99,18.08,Targets abdominal muscles,367.13,"Core, Shoulders, Hips",Dumbbells,Beginner,Back,Quads,Towel pull-up,26.57277787147917,2016.14,0.4991915243981073,1.5969533481434464,0.741159420289855,0.8131310489144651,885.62,45.95944252838934,748.9452,1.2778919008081242e+20,Very High
56.07,Female,107.7,1.73,185.28,125.75,49.94,1.1,1055.12,35.0,2.8,2.99,1.99,35.99,2.99,0.02,299.37,120.0,79.91,2819.0,Other,Dinner,Vegetarian,23.98,1446.92,294.61,421.76,Grilled,13.15,58.58,4.16,Plyometric Push-ups,4.0,15.1,Strengthens back and legs,354.8,"Glutes, Hamstrings, Core",Barbell,Beginner,Back,Lower Chest,Triceps pushdowns,35.985164890240235,2396.67,0.4996432550163351,1.1142061281337048,0.5601448204521945,0.6787025043177893,1763.88,70.00500000000001,780.5600000000001,9.6670950137593e+19,High
